VTX, IDX, s_attribute_0.x, s_attribute_0.y, s_attribute_1.x, s_attribute_1.y, s_attribute_1.z, s_attribute_1.w, s_attribute_2.x, s_attribute_2.y, s_attribute_2.z, s_attribute_2.w, s_attribute_3.x, s_attribute_3.y, s_attribute_3.z, s_attribute_3.w
769, 39547, -7.36542, -8.09048,  0.15198, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.98047, -0.19434,  0.01176, -1.00
770, 39543, -7.30973, -8.45154,  0.15198, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.98047, -0.19434,  0.01176, -1.00
771, 39498, -6.70559, -9.07564,  0.02731, -2.15625,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.53125, -0.98047, -0.19434,  0.01176, -1.00
772, 39538, -7.25405, -8.8126,  0.15198, -2.08789,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.51563, -0.98047, -0.19434,  0.01176, -1.00
773, 39535, -7.19836, -9.17366,  0.15198, -2.15625,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.53125, -0.98047, -0.19482,  0.00459, -1.00
774, 39535, -7.19836, -9.17366,  0.15198, -2.15625,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.53125, -0.98047, -0.19482,  0.00459, -1.00
775, 39538, -7.25405, -8.8126,  0.15198, -2.08789,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.51563, -0.98047, -0.19434,  0.01176, -1.00
776, 39571, -7.74681, -8.91061,  0.27661, -2.08789,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.51563, -0.98047, -0.19482,  0.00459, -1.00
777, 39538, -7.25405, -8.8126,  0.15198, -2.08789,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.51563, -0.98047, -0.19434,  0.01176, -1.00
778, 39575, -7.8025, -8.54955,  0.27661, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.98047, -0.19434,  0.01176, -1.00
779, 39571, -7.74681, -8.91061,  0.27661, -2.08789,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.51563, -0.98047, -0.19482,  0.00459, -1.00
780, 39538, -7.25405, -8.8126,  0.15198, -2.08789,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.51563, -0.98047, -0.19434,  0.01176, -1.00
781, 39543, -7.30973, -8.45154,  0.15198, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.98047, -0.19434,  0.01176, -1.00
782, 39575, -7.8025, -8.54955,  0.27661, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.98047, -0.19434,  0.01176, -1.00
783, 39535, -7.19836, -9.17366,  0.15198, -2.15625,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.53125, -0.98047, -0.19482,  0.00459, -1.00
784, 39567, -7.69112, -9.27167,  0.27661, -2.15625,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.53125, -0.98047, -0.19482,  0.00459, -1.00
785, 39530, -7.14267, -9.53472,  0.15198, -2.22461,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.54688, -0.98047, -0.19482,  0.00459, -1.00
786, 39571, -7.74681, -8.91061,  0.27661, -2.08789,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.51563, -0.98047, -0.19482,  0.00459, -1.00
787, 39567, -7.69112, -9.27167,  0.27661, -2.15625,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.53125, -0.98047, -0.19482,  0.00459, -1.00
788, 39535, -7.19836, -9.17366,  0.15198, -2.15625,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.53125, -0.98047, -0.19482,  0.00459, -1.00
789, 39571, -7.74681, -8.91061,  0.27661, -2.08789,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.51563, -0.98047, -0.19482,  0.00459, -1.00
790, 39600, -8.29526, -8.64757,  0.40137, -2.01953,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.50, -0.98047, -0.19482,  0.00459, -1.00
791, 39596, -8.23958, -9.00863,  0.40137, -2.08789,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.51563, -0.98047, -0.19482,  0.00459, -1.00
792, 39575, -7.8025, -8.54955,  0.27661, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.98047, -0.19434,  0.01176, -1.00
793, 39600, -8.29526, -8.64757,  0.40137, -2.01953,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.50, -0.98047, -0.19482,  0.00459, -1.00
794, 39571, -7.74681, -8.91061,  0.27661, -2.08789,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.51563, -0.98047, -0.19482,  0.00459, -1.00
795, 39571, -7.74681, -8.91061,  0.27661, -2.08789,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.51563, -0.98047, -0.19482,  0.00459, -1.00
796, 39596, -8.23958, -9.00863,  0.40137, -2.08789,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.51563, -0.98047, -0.19482,  0.00459, -1.00
797, 39567, -7.69112, -9.27167,  0.27661, -2.15625,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.53125, -0.98047, -0.19482,  0.00459, -1.00
798, 39543, -7.30973, -8.45154,  0.15198, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.98047, -0.19434,  0.01176, -1.00
799, 39577, -7.85818, -8.18849,  0.27661, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.98047, -0.19434,  0.01176, -1.00
800, 39575, -7.8025, -8.54955,  0.27661, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.98047, -0.19434,  0.01176, -1.00
801, 39577, -7.85818, -8.18849,  0.27661, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.98047, -0.19434,  0.01176, -1.00
802, 39602, -8.35095, -8.28651,  0.40137, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.98047, -0.19434,  0.01176, -1.00
803, 39575, -7.8025, -8.54955,  0.27661, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.98047, -0.19434,  0.01176, -1.00
804, 39575, -7.8025, -8.54955,  0.27661, -2.01953,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.50, -0.98047, -0.19434,  0.01176, -1.00
805, 39602, -8.35095, -8.28651,  0.40137, -1.95117,  0.00,  0.00,  0.0009,  0.05588,  0.99805,  22.48438, -0.98047, -0.19434,  0.01176, -1.00
806, 39600, -8.29526, -8.64757,  0.40137, -2.01953,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.50, -0.98047, -0.19482,  0.00459, -1.00
807, 39567, -7.69112, -9.27167,  0.27661, -2.15625,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.53125, -0.98047, -0.19482,  0.00459, -1.00
808, 39595, -8.18389, -9.36969,  0.40137, -2.15625,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.53125, -0.98047, -0.19482,  0.00459, -1.00
809, 39564, -7.63544, -9.63273,  0.27661, -2.22461,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.54688, -0.98047, -0.19482,  0.00459, -1.00
810, 39567, -7.69112, -9.27167,  0.27661, -2.15625,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.53125, -0.98047, -0.19482,  0.00459, -1.00
811, 39564, -7.63544, -9.63273,  0.27661, -2.22461,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.54688, -0.98047, -0.19482,  0.00459, -1.00
812, 39530, -7.14267, -9.53472,  0.15198, -2.22461,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.54688, -0.98047, -0.19482,  0.00459, -1.00
813, 39567, -7.69112, -9.27167,  0.27661, -2.15625,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.53125, -0.98047, -0.19482,  0.00459, -1.00
814, 39596, -8.23958, -9.00863,  0.40137, -2.08789,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.51563, -0.98047, -0.19482,  0.00459, -1.00
815, 39595, -8.18389, -9.36969,  0.40137, -2.15625,  0.00,  0.00, -0.00496,  0.04846,  0.99854,  22.53125, -0.98047, -0.19482,  0.00459, -1.00
816, 39146, -1.26539, -17.21767,  3.78906, -1.55078,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
817, 39135, -0.62113, -17.02419,  3.88867, -1.63672,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
818, 39141, -1.02087, -16.70335,  3.79492, -1.66504,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
819, 39139, -0.86565, -17.53852,  3.88281, -1.52246,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
820, 39135, -0.62113, -17.02419,  3.88867, -1.63672,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
821, 39146, -1.26539, -17.21767,  3.78906, -1.55078,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
822, 39158, -1.70977, -17.57158,  3.73633, -1.45117,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93311, -0.35938,  0.00067, -1.00
823, 39148, -1.28771, -17.55505,  3.81055, -1.4873,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
824, 39146, -1.26539, -17.21767,  3.78906, -1.55078,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
825, 39146, -1.26539, -17.21767,  3.78906, -1.55078,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
826, 39141, -1.02087, -16.70335,  3.79492, -1.66504,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
827, 39157, -1.66513, -16.89683,  3.69531, -1.58008,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93311, -0.35938,  0.00067, -1.00
828, 39158, -1.70977, -17.57158,  3.73633, -1.45117,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93311, -0.35938,  0.00067, -1.00
829, 39146, -1.26539, -17.21767,  3.78906, -1.55078,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
830, 39157, -1.66513, -16.89683,  3.69531, -1.58008,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93311, -0.35938,  0.00067, -1.00
831, 39148, -1.28771, -17.55505,  3.81055, -1.4873,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
832, 39139, -0.86565, -17.53852,  3.88281, -1.52246,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
833, 39146, -1.26539, -17.21767,  3.78906, -1.55078,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
834, 39157, -1.66513, -16.89683,  3.69531, -1.58008,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93311, -0.35938,  0.00067, -1.00
835, 39141, -1.02087, -16.70335,  3.79492, -1.66504,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
836, 39149, -1.32068, -16.46272,  3.72266, -1.68652,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.92236, -0.3855,  0.00067, -1.00
