VTX, IDX, s_attribute_0.x, s_attribute_0.y, s_attribute_1.x, s_attribute_1.y, s_attribute_1.z, s_attribute_1.w, s_attribute_2.x, s_attribute_2.y, s_attribute_2.z, s_attribute_2.w, s_attribute_3.x, s_attribute_3.y, s_attribute_3.z, s_attribute_3.w
1285, 39430, -5.9042, -15.24069,  2.82422, -1.60938,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1286, 39405, -5.61417, -15.55177,  2.89844, -1.57031,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1287, 39376, -5.27949, -15.1881,  2.92969, -1.66016,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1288, 39348, -4.94481, -14.82444,  2.96289, -1.75,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1289, 39403, -5.56952, -14.87702,  2.85742, -1.69922,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1290, 39348, -4.94481, -14.82444,  2.96289, -1.75,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1291, 39322, -4.61013, -14.46077,  2.99609, -1.83984,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1292, 39373, -5.23485, -14.51336,  2.88867, -1.78906,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1293, 39373, -5.23485, -14.51336,  2.88867, -1.78906,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1294, 39322, -4.61013, -14.46077,  2.99609, -1.83984,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1295, 39346, -4.92863, -14.06606,  2.91016, -1.8877,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1296, 39348, -4.94481, -14.82444,  2.96289, -1.75,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1297, 39373, -5.23485, -14.51336,  2.88867, -1.78906,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1298, 39403, -5.56952, -14.87702,  2.85742, -1.69922,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1299, 39401, -5.55334, -14.11864,  2.80273, -1.83691,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1300, 39373, -5.23485, -14.51336,  2.88867, -1.78906,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1301, 39346, -4.92863, -14.06606,  2.91016, -1.8877,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1302, 39403, -5.56952, -14.87702,  2.85742, -1.69922,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1303, 39373, -5.23485, -14.51336,  2.88867, -1.78906,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1304, 39424, -5.85956, -14.56594,  2.7832, -1.7373,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1305, 39424, -5.85956, -14.56594,  2.7832, -1.7373,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1306, 39373, -5.23485, -14.51336,  2.88867, -1.78906,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1307, 39401, -5.55334, -14.11864,  2.80273, -1.83691,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1308, 39401, -5.55334, -14.11864,  2.80273, -1.83691,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1309, 39346, -4.92863, -14.06606,  2.91016, -1.8877,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1310, 39361, -5.08787, -13.8687,  2.86719, -1.91211,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1311, 39403, -5.56952, -14.87702,  2.85742, -1.69922,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1312, 39454, -6.19424, -14.92961,  2.75, -1.64844,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95313, -0.30225,  0.00068, -1.00
1313, 39430, -5.9042, -15.24069,  2.82422, -1.60938,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1314, 39403, -5.56952, -14.87702,  2.85742, -1.69922,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1315, 39424, -5.85956, -14.56594,  2.7832, -1.7373,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1316, 39454, -6.19424, -14.92961,  2.75, -1.64844,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95313, -0.30225,  0.00068, -1.00
1317, 39438, -6.01881, -14.36859,  2.74023, -1.76172,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1318, 39424, -5.85956, -14.56594,  2.7832, -1.7373,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1319, 39401, -5.55334, -14.11864,  2.80273, -1.83691,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1320, 39424, -5.85956, -14.56594,  2.7832, -1.7373,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1321, 39480, -6.48428, -14.61853,  2.67578, -1.68652,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33179,  0.00067, -1.00
1322, 39454, -6.19424, -14.92961,  2.75, -1.64844,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95313, -0.30225,  0.00068, -1.00
1323, 39480, -6.48428, -14.61853,  2.67578, -1.68652,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33179,  0.00067, -1.00
1324, 39424, -5.85956, -14.56594,  2.7832, -1.7373,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1325, 39438, -6.01881, -14.36859,  2.74023, -1.76172,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1326, 39463, -6.29281, -15.16763,  2.75, -1.60449,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94385, -0.32983,  0.00067, -1.00
1327, 39430, -5.9042, -15.24069,  2.82422, -1.60938,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1328, 39454, -6.19424, -14.92961,  2.75, -1.64844,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95313, -0.30225,  0.00068, -1.00
1329, 39463, -6.29281, -15.16763,  2.75, -1.60449,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94385, -0.32983,  0.00067, -1.00
1330, 39454, -6.19424, -14.92961,  2.75, -1.64844,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95313, -0.30225,  0.00068, -1.00
1331, 39480, -6.48428, -14.61853,  2.67578, -1.68652,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33179,  0.00067, -1.00
1332, 39159, -1.75441, -18.24633,  3.77734, -1.32227,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93311, -0.35938,  0.00067, -1.00
1333, 39169, -2.04445, -17.93525,  3.70313, -1.36133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1334, 39181, -2.37913, -18.29892,  3.67188, -1.27148,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1335, 39181, -2.37913, -18.29892,  3.67188, -1.27148,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1336, 39169, -2.04445, -17.93525,  3.70313, -1.36133,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1337, 39195, -2.66916, -17.98783,  3.59766, -1.31055,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1338, 39181, -2.37913, -18.29892,  3.67188, -1.27148,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1339, 39195, -2.66916, -17.98783,  3.59766, -1.31055,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1340, 39212, -3.00384, -18.3515,  3.56445, -1.2207,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1341, 39181, -2.37913, -18.29892,  3.67188, -1.27148,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1342, 39212, -3.00384, -18.3515,  3.56445, -1.2207,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1343, 39197, -2.71381, -18.66258,  3.63867, -1.18262,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1344, 39195, -2.66916, -17.98783,  3.59766, -1.31055,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1345, 39233, -3.29388, -18.04042,  3.49023, -1.25977,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1346, 39212, -3.00384, -18.3515,  3.56445, -1.2207,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1347, 39195, -2.66916, -17.98783,  3.59766, -1.31055,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1348, 39211, -2.9592, -17.67676,  3.52344, -1.34961,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1349, 39233, -3.29388, -18.04042,  3.49023, -1.25977,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1350, 39233, -3.29388, -18.04042,  3.49023, -1.25977,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1351, 39242, -3.42941, -18.36769,  3.49023, -1.19922,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.96631, -0.25562,  0.00068, -1.00
1352, 39212, -3.00384, -18.3515,  3.56445, -1.2207,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1353, 39222, -3.1517, -18.70853,  3.56445, -1.15527,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.96631, -0.25562,  0.00068, -1.00
1354, 39197, -2.71381, -18.66258,  3.63867, -1.18262,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1355, 39212, -3.00384, -18.3515,  3.56445, -1.2207,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1356, 39242, -3.42941, -18.36769,  3.49023, -1.19922,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.96631, -0.25562,  0.00068, -1.00
1357, 39222, -3.1517, -18.70853,  3.56445, -1.15527,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.96631, -0.25562,  0.00068, -1.00
1358, 39212, -3.00384, -18.3515,  3.56445, -1.2207,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1359, 39222, -3.1517, -18.70853,  3.56445, -1.15527,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.96631, -0.25562,  0.00068, -1.00
1360, 39205, -2.86166, -19.01961,  3.63867, -1.11621,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.96631, -0.25562,  0.00068, -1.00
1361, 39197, -2.71381, -18.66258,  3.63867, -1.18262,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1362, 39211, -2.9592, -17.67676,  3.52344, -1.34961,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1363, 39252, -3.58392, -17.72934,  3.41602, -1.29883,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1364, 39233, -3.29388, -18.04042,  3.49023, -1.25977,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1365, 39252, -3.58392, -17.72934,  3.41602, -1.29883,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1366, 39268, -3.83034, -18.32438,  3.41602, -1.18945,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.96631, -0.25562,  0.00068, -1.00
1367, 39233, -3.29388, -18.04042,  3.49023, -1.25977,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1368, 39233, -3.29388, -18.04042,  3.49023, -1.25977,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1369, 39268, -3.83034, -18.32438,  3.41602, -1.18945,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.96631, -0.25562,  0.00068, -1.00
1370, 39242, -3.42941, -18.36769,  3.49023, -1.19922,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.96631, -0.25562,  0.00068, -1.00
1371, 39211, -2.9592, -17.67676,  3.52344, -1.34961,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1372, 39230, -3.24924, -17.36567,  3.44922, -1.38867,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.94287, -0.33301,  0.00067, -1.00
1373, 39252, -3.58392, -17.72934,  3.41602, -1.29883,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.95557, -0.29443,  0.00068, -1.00
1374, 39242, -3.42941, -18.36769,  3.49023, -1.19922,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.96631, -0.25562,  0.00068, -1.00
1375, 39268, -3.83034, -18.32438,  3.41602, -1.18945,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.96631, -0.25562,  0.00068, -1.00
1376, 39250, -3.56494, -18.69497,  3.49023, -1.13965,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.96631, -0.25562,  0.00068, -1.00
1377, 39242, -3.42941, -18.36769,  3.49023, -1.19922,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.96631, -0.25562,  0.00068, -1.00
1378, 39250, -3.56494, -18.69497,  3.49023, -1.13965,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.96631, -0.25562,  0.00068, -1.00
1379, 39222, -3.1517, -18.70853,  3.56445, -1.15527,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.96631, -0.25562,  0.00068, -1.00
1380, 39217, -3.06676, -13.06629,  3.16602, -2.1875,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1381, 39185, -2.44204, -13.0137,  3.27148, -2.23828,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1382, 39201, -2.76054, -12.61899,  3.1875, -2.28711,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1383, 39258, -3.69147, -13.11887,  3.05859, -2.13672,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1384, 39237, -3.37298, -13.51359,  3.14453, -2.08789,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1385, 39217, -3.06676, -13.06629,  3.16602, -2.1875,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1386, 39228, -3.22601, -12.86893,  3.12305, -2.21289,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1387, 39217, -3.06676, -13.06629,  3.16602, -2.1875,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1388, 39201, -2.76054, -12.61899,  3.1875, -2.28711,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1389, 39258, -3.69147, -13.11887,  3.05859, -2.13672,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1390, 39217, -3.06676, -13.06629,  3.16602, -2.1875,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1391, 39228, -3.22601, -12.86893,  3.12305, -2.21289,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1392, 39289, -4.15694, -13.36882,  2.99609, -2.0625,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1393, 39278, -3.99769, -13.56617,  3.03711, -2.03711,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1394, 39258, -3.69147, -13.11887,  3.05859, -2.13672,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1395, 39278, -3.99769, -13.56617,  3.03711, -2.03711,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1396, 39237, -3.37298, -13.51359,  3.14453, -2.08789,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1397, 39258, -3.69147, -13.11887,  3.05859, -2.13672,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1398, 39278, -3.99769, -13.56617,  3.03711, -2.03711,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1399, 39257, -3.67919, -13.96088,  3.12305, -1.98926,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1400, 39237, -3.37298, -13.51359,  3.14453, -2.08789,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1401, 39257, -3.67919, -13.96088,  3.12305, -1.98926,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1402, 39216, -3.05448, -13.9083,  3.23047, -2.03906,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1403, 39237, -3.37298, -13.51359,  3.14453, -2.08789,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1404, 39323, -4.62241, -13.61876,  2.93164, -1.9873,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1405, 39278, -3.99769, -13.56617,  3.03711, -2.03711,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1406, 39289, -4.15694, -13.36882,  2.99609, -2.0625,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1407, 39323, -4.62241, -13.61876,  2.93164, -1.9873,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1408, 39299, -4.30391, -14.01347,  3.01758, -1.93848,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1409, 39278, -3.99769, -13.56617,  3.03711, -2.03711,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1410, 39278, -3.99769, -13.56617,  3.03711, -2.03711,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1411, 39299, -4.30391, -14.01347,  3.01758, -1.93848,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1412, 39257, -3.67919, -13.96088,  3.12305, -1.98926,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1413, 39257, -3.67919, -13.96088,  3.12305, -1.98926,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1414, 39276, -3.98541, -14.40818,  3.10156, -1.89063,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1415, 39236, -3.3607, -14.35559,  3.20898, -1.94141,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1416, 39299, -4.30391, -14.01347,  3.01758, -1.93848,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1417, 39276, -3.98541, -14.40818,  3.10156, -1.89063,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1418, 39257, -3.67919, -13.96088,  3.12305, -1.98926,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1419, 39257, -3.67919, -13.96088,  3.12305, -1.98926,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1420, 39236, -3.3607, -14.35559,  3.20898, -1.94141,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1421, 39216, -3.05448, -13.9083,  3.23047, -2.03906,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1422, 39361, -5.08787, -13.8687,  2.86719, -1.91211,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1423, 39346, -4.92863, -14.06606,  2.91016, -1.8877,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1424, 39323, -4.62241, -13.61876,  2.93164, -1.9873,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1425, 39346, -4.92863, -14.06606,  2.91016, -1.8877,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1426, 39299, -4.30391, -14.01347,  3.01758, -1.93848,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1427, 39323, -4.62241, -13.61876,  2.93164, -1.9873,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1428, 39346, -4.92863, -14.06606,  2.91016, -1.8877,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1429, 39322, -4.61013, -14.46077,  2.99609, -1.83984,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1430, 39299, -4.30391, -14.01347,  3.01758, -1.93848,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1431, 39322, -4.61013, -14.46077,  2.99609, -1.83984,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1432, 39276, -3.98541, -14.40818,  3.10156, -1.89063,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93896, -0.34277,  0.00067, -1.00
1433, 39299, -4.30391, -14.01347,  3.01758, -1.93848,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.75,  0.93555, -0.35278,  0.00067, -1.00
1434, 39183, -2.42976, -13.85571,  3.33594, -2.08984,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1435, 39161, -1.80505, -13.80312,  3.44336, -2.14258,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1436, 39172, -2.12354, -13.40841,  3.35742, -2.18945,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1437, 39183, -2.42976, -13.85571,  3.33594, -2.08984,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1438, 39171, -2.11127, -14.25042,  3.42188, -2.04297,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93896, -0.34277,  0.00067, -1.00
1439, 39161, -1.80505, -13.80312,  3.44336, -2.14258,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1440, 39183, -2.42976, -13.85571,  3.33594, -2.08984,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
1441, 39199, -2.73598, -14.30301,  3.31445, -1.99219,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93896, -0.34277,  0.00067, -1.00
1442, 39171, -2.11127, -14.25042,  3.42188, -2.04297,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93896, -0.34277,  0.00067, -1.00
1443, 39200, -2.74826, -13.461,  3.25, -2.13867,  0.00,  0.00, -0.00066,  0.00017,  0.99951,  22.76563,  0.93555, -0.35278,  0.00067, -1.00
